,PropertyStreetNbrNameText,PropertyCityName,State,PropertyZipCode,TotalAssessedAmt,Lat,Lng
2804,5915 5th ST N,ARLINGTON,VA,22203,683100,38.8710184,-77.13496649999999
2805,3606 S WAKEFIELD ST,ARLINGTON,VA,22206,442800,38.8317762,-77.0926641
2806,3515 WASHINGTON BLVD 403,ARLINGTON,VA,22201,357200,38.88645959999999,-77.1048634
2807,1567 21st CT N,ARLINGTON,VA,22209,896800,38.8998776,-77.0764915
2808,4005 NELLY CUSTIS DR,ARLINGTON,VA,22207,872700,38.9036715,-77.1056146
2809,3305 S WAKEFIELD ST B,ARLINGTON,VA,22206,374200,38.8360198,-77.08975199999999
2810,3033 S COLUMBUS ST B1,ARLINGTON,VA,22206,310000,38.8368794,-77.0986018
2811,1729 QUEENS LN 1-114,ARLINGTON,VA,22201,282300,38.8941859,-77.07951539999999
2812,5619 5th ST N,ARLINGTON,VA,22205,831800,38.8722287,-77.1274607
2813,249 N BRYAN ST,ARLINGTON,VA,22201,876100,38.8789217,-77.08677700000001
2814,3150 N MONROE ST,ARLINGTON,VA,22207,1241300,38.9198417,-77.1131218
2815,1931 N CLEVELAND ST 209,ARLINGTON,VA,22201,243000,38.8957355,-77.09102589999999
2816,5412 26th ST N,ARLINGTON,VA,22207,801000,38.8976938,-77.1412136
2817,220 N THOMAS ST 220-4,ARLINGTON,VA,22203,198900,38.8713159,-77.10519120000001
2818,2900 N NOTTINGHAM ST,ARLINGTON,VA,22207,759800,38.8997199,-77.1496623
2819,809 N ILLINOIS ST,ARLINGTON,VA,22205,752000,38.8759834,-77.1265617
2820,1110 C N STAFFORD ST,ARLINGTON,VA,22201,867700,38.884382,-77.1110759
2821,808 S GLEBE RD,ARLINGTON,VA,22204,637700,38.86426720000001,-77.09253199999999
2822,3159 MILITARY RD,ARLINGTON,VA,22207,886400,38.9145356,-77.1177069
2823,4000 19th ST S,ARLINGTON,VA,22204,542000,38.8509925,-77.09530819999999
2824,514 N NORWOOD ST,ARLINGTON,VA,22203,892200,38.8777435,-77.1031304
2825,5300 COLUMBIA PIKE 714,ARLINGTON,VA,22204,196200,38.8538412,-77.1165606
2826,1228 S FREDERICK ST,ARLINGTON,VA,22204,521200,38.8488374,-77.1133016
2827,2359 N TAYLOR ST,ARLINGTON,VA,22207,918000,38.9027705,-77.1144254
2828,808 S OAK ST,ARLINGTON,VA,22204,416000,38.8683002,-77.0710955
2829,3014 N EDISON ST,ARLINGTON,VA,22207,1160600,38.9051076,-77.1391238
2830,2426 13th CT N,ARLINGTON,VA,22201,941200,38.888185,-77.088009
2831,2644 N SYCAMORE ST,ARLINGTON,VA,22207,1235700,38.8966269,-77.15757119999999
2832,4378 N PERSHING DR 43782,ARLINGTON,VA,22203,197900,38.8708231,-77.10900409999999
2833,4267 VACATION LN,ARLINGTON,VA,22207,973800,38.9036033,-77.1139759
2834,2514 10th ST N,ARLINGTON,VA,22201,841600,38.8843616,-77.0883259
2835,2015 KEY BLVD 12607,ARLINGTON,VA,22201,346300,38.894453,-77.08453399999999
2836,4601 36th ST S A,ARLINGTON,VA,22206,529400,38.8322736,-77.09221269999999
2837,2500 N QUINCY ST,ARLINGTON,VA,22207,929000,38.9048904,-77.1046705
2838,2503 ARLINGTON BLVD 00008,ARLINGTON,VA,22201,290300,38.8746543,-77.0860874
2839,1227 S BUCHANAN ST,ARLINGTON,VA,22204,348200,38.8529844,-77.10763759999999
2840,1811 KEY BLVD 10532,ARLINGTON,VA,22201,346300,38.8951064,-77.0829493
2841,3713 N DELAWARE ST,ARLINGTON,VA,22207,855000,38.9168248,-77.138562
2842,6701 WASHINGTON BLVD,ARLINGTON,VA,22205,582600,38.887809,-77.159097
2843,6940 FAIRFAX DR 102,ARLINGTON,VA,22213,379000,38.8889136,-77.16455839999999
2844,1732 N RHODES ST 5-284,ARLINGTON,VA,22201,348900,38.893637,-77.081004
2845,4612 31st RD S,ARLINGTON,VA,22206,442800,38.8365325,-77.094102
2846,4600 S FOUR MILE RUN DR 0731,ARLINGTON,VA,22204,111100,38.8548913,-77.1074126
2847,4501 ARLINGTON BLVD 0315,ARLINGTON,VA,22203,175800,38.8692834,-77.10882880000001
2848,1513 N JEFFERSON ST,ARLINGTON,VA,22205,880500,38.8852436,-77.1343373
2849,5720 26th ST N,ARLINGTON,VA,22207,721700,38.8968805,-77.144719
2850,2026 N TAYLOR ST,ARLINGTON,VA,22207,1639800,38.8957322,-77.1135697
2851,4851 28th ST S A,ARLINGTON,VA,22206,415700,38.8411949,-77.1035837
2852,5565 COLUMBIA PIKE 215,ARLINGTON,VA,22204,179400,38.854945,-77.122467
2853,3188 KEY BLVD,ARLINGTON,VA,22201,1155500,38.8890573,-77.0987751
2854,5931 4th ST S,ARLINGTON,VA,22204,594800,38.8628408,-77.13042709999999
2855,2500 FAIRFAX DR 0010A,ARLINGTON,VA,22201,352600,38.887444,-77.089079
2856,1501 N IVANHOE ST,ARLINGTON,VA,22205,918200,38.8853791,-77.1333935
2857,1517 N KENTUCKY ST,ARLINGTON,VA,22205,844800,38.8847165,-77.13609009999999
2858,4620 36th ST S B,ARLINGTON,VA,22206,442800,38.8319048,-77.0933429
2859,3342 S WAKEFIELD ST A,ARLINGTON,VA,22206,346400,38.8354296,-77.0915371
2860,1501 KIRKWOOD RD,ARLINGTON,VA,22201,795700,38.8888245,-77.1006217
2861,1615 S QUINCY ST,ARLINGTON,VA,22204,790700,38.8538157,-77.0960388
2862,1600 N OAK ST 527,ARLINGTON,VA,22209,625800,38.8927061,-77.0735475
2863,3452 S WAKEFIELD ST,ARLINGTON,VA,22206,442800,38.8333294,-77.0919985
2864,4620 13th ST N,ARLINGTON,VA,22207,627900,38.8866685,-77.1183362
2865,247 N BARTON ST,ARLINGTON,VA,22201,884300,38.87899660000001,-77.0860127
2866,1301 N COURTHOUSE RD 1712,ARLINGTON,VA,22201,571800,38.8886793,-77.0830818
2867,2140 N THOMAS ST,ARLINGTON,VA,22207,757400,38.8986462,-77.11487489999999
2868,4755 ARLINGTON BLVD,ARLINGTON,VA,22203,568500,38.8675023,-77.1149373
2869,1909 E N ADAMS ST,ARLINGTON,VA,22201,653000,38.8929117,-77.0880013
2870,5436 21st ST N,ARLINGTON,VA,22205,1395700,38.8919786,-77.134607
2871,2100 LEE HWY 521,ARLINGTON,VA,22201,336400,38.8958433,-77.0836796
2872,105 S UTAH ST,ARLINGTON,VA,22204,636500,38.866575,-77.108132
2873,5156 37th ST N,ARLINGTON,VA,22207,2399600,38.911125,-77.1475502
2874,900 N STAFFORD ST 2122,ARLINGTON,VA,22203,661500,38.8813156,-77.1106248
2875,2005 6th ST S,ARLINGTON,VA,22204,469700,38.8694425,-77.07958289999999
2876,1101 N HARRISON ST,ARLINGTON,VA,22205,1411600,38.882192,-77.12882499999999
2877,2629 S WALTER REED DR A,ARLINGTON,VA,22206,295800,38.8427556,-77.10434029999999
2878,4885 28th ST S B,ARLINGTON,VA,22206,455000,38.840502,-77.104401
2879,5232 12th ST S,ARLINGTON,VA,22204,589300,38.8494756,-77.1154164
2880,4506 35th RD N,ARLINGTON,VA,22207,1251300,38.9160317,-77.12678650000001
2881,2617 1st PL S,ARLINGTON,VA,22204,580800,38.87330070000001,-77.08749639999999
2882,2100 LEE HWY 217,ARLINGTON,VA,22201,431400,38.8958433,-77.0836796
2883,5017 24th ST S,ARLINGTON,VA,22206,545200,38.84303860000001,-77.1065042
2884,5608 7th RD S,ARLINGTON,VA,22204,323400,38.8575342,-77.12355029999999
2885,900 N STAFFORD ST 1911,ARLINGTON,VA,22203,359000,38.881358,-77.11084579999999
2886,3606 1st RD S,ARLINGTON,VA,22204,511100,38.86903,-77.097526
2887,3010 S COLUMBUS ST C1,ARLINGTON,VA,22206,347000,38.8362634,-77.0997758
2888,88 N BEDFORD ST 88C,ARLINGTON,VA,22201,437300,38.8758084,-77.0868055
2889,1500 MCKINLEY RD,ARLINGTON,VA,22205,778800,38.8841334,-77.1434606
2890,5002 6th ST N,ARLINGTON,VA,22203,661300,38.8752854,-77.118516
2891,2661 N UPSHUR ST,ARLINGTON,VA,22207,871900,38.9074166,-77.1161336
2892,4419 17th ST N,ARLINGTON,VA,22207,845700,38.8917418,-77.11559419999999
2893,1123 N UTAH ST,ARLINGTON,VA,22201,741000,38.8845288,-77.11364999999999
2894,2203 20th ST N,ARLINGTON,VA,22201,582000,38.8969303,-77.0869007
2895,4731 31st ST S,ARLINGTON,VA,22206,529400,38.8367365,-77.0967919
2896,4950 LITTLE FALLS RD,ARLINGTON,VA,22207,713900,38.9082259,-77.137753
2897,222 N GEORGE MASON DR 222-2,ARLINGTON,VA,22203,197900,38.8709727,-77.1078926
2898,900 N TAYLOR ST 923,ARLINGTON,VA,22203,212000,38.881212,-77.113281
2899,4225 31st ST N,ARLINGTON,VA,22207,845600,38.9125703,-77.1172686
2900,900 N LARRIMORE ST,ARLINGTON,VA,22205,656100,38.8756816,-77.1375283
2901,3202 N PERSHING DR,ARLINGTON,VA,22201,908700,38.8779814,-77.0959489
2902,4826 17th ST N,ARLINGTON,VA,22207,794700,38.8898357,-77.1240447
2903,3201 JOHN MARSHALL DR,ARLINGTON,VA,22207,957100,38.9042408,-77.1502465
2904,3532 S UTAH ST,ARLINGTON,VA,22206,442800,38.8313888,-77.08999299999999
2905,886 N JEFFERSON ST,ARLINGTON,VA,22205,700800,38.8781367,-77.1296631
2906,4026 27th RD N,ARLINGTON,VA,22207,968400,38.90817630000001,-77.1042659
2907,3704 2nd ST S,ARLINGTON,VA,22204,687300,38.8681943,-77.0981968
2908,4400 16th ST N,ARLINGTON,VA,22207,767900,38.890191,-77.1146502
2909,2542 B S ARLINGTON MILL DR 00002,ARLINGTON,VA,22206,538600,38.845772,-77.0966689
2910,1600 N OAK ST 318,ARLINGTON,VA,22209,614400,38.892896,-77.07321089999999
2911,3506 18th ST S,ARLINGTON,VA,22204,453600,38.8537483,-77.0886204
2912,51 S ABERDEEN ST,ARLINGTON,VA,22204,1330900,38.8649941,-77.11507499999999
2913,952 N HARRISON ST,ARLINGTON,VA,22205,998100,38.8803151,-77.12867419999999
2914,4141 HENDERSON RD 1207,ARLINGTON,VA,22203,309200,38.8758591,-77.10945819999999
2915,1611 PATRICK HENRY DR,ARLINGTON,VA,22205,789400,38.886424,-77.1374497
2916,5158 37th RD N,ARLINGTON,VA,22207,930200,38.9120933,-77.14759509999999
2917,117 N GALVESTON ST,ARLINGTON,VA,22203,657600,38.86876,-77.1244492
2918,4609 19th ST N,ARLINGTON,VA,22207,754900,38.893634,-77.1188756
2919,900 N STAFFORD ST 2429,ARLINGTON,VA,22203,517700,38.881358,-77.11084579999999
2920,5111 8th RD S 111,ARLINGTON,VA,22204,146300,38.8576973,-77.1165606
2921,2915 N DINWIDDIE ST,ARLINGTON,VA,22207,1140200,38.9046888,-77.1351913
2922,3829 S FOUR MILE RUN DR,ARLINGTON,VA,22206,342200,38.8461703,-77.0922712
2923,3714 3rd ST S,ARLINGTON,VA,22204,438200,38.8674,-77.0981856
2924,6867 WASHINGTON BLVD,ARLINGTON,VA,22213,506900,38.889976,-77.16189
2925,1050 N TAYLOR ST 1-104,ARLINGTON,VA,22201,311900,38.8841272,-77.1131106
2926,146 N BEDFORD ST A,ARLINGTON,VA,22201,255300,38.8763659,-77.0875655
2927,6586 29th ST N,ARLINGTON,VA,22213,1476900,38.8972282,-77.16080649999999
2928,4628 38th ST N,ARLINGTON,VA,22207,2230300,38.9175521,-77.13213499999999
2929,1050 N STUART ST 405,ARLINGTON,VA,22201,384800,38.8835336,-77.1123801
2930,4112 11th ST N,ARLINGTON,VA,22201,650100,38.8838544,-77.1103019
2931,26 S OLD GLEBE RD 205-B,ARLINGTON,VA,22204,198700,38.8698308,-77.0984666
2932,1931 N CLEVELAND ST 508,ARLINGTON,VA,22201,150600,38.8957355,-77.09102589999999
2933,6705 WASHINGTON BLVD,ARLINGTON,VA,22205,582000,38.888677,-77.15856099999999
2934,961 S TAYLOR ST,ARLINGTON,VA,22204,410800,38.8587823,-77.1035626
2935,5020 7th RD S 102,ARLINGTON,VA,22204,257800,38.8597792,-77.1164009
2936,6087 9th ST N,ARLINGTON,VA,22205,786800,38.8760166,-77.1455728
2937,3000 SPOUT RUN PKWY C610,ARLINGTON,VA,22201,222600,38.8961088,-77.09453119999999
2938,1413 S GREENBRIER ST,ARLINGTON,VA,22206,555000,38.8460004,-77.1112113
2939,1511 S GEORGE MASON DR 01,ARLINGTON,VA,22204,184400,38.8688782,-77.10674709999999
2940,2312 N POWHATAN ST,ARLINGTON,VA,22205,1299400,38.8918448,-77.1501839
2941,1020 N STAFFORD ST 309,ARLINGTON,VA,22201,306500,38.8830867,-77.1108967
2942,5917 14th ST N,ARLINGTON,VA,22205,818900,38.8833402,-77.1446291
2943,3526 3rd ST N,ARLINGTON,VA,22201,898800,38.8753074,-77.1000401
2944,2624 LEE HWY,ARLINGTON,VA,22201,822800,38.8943649,-77.0923971
2945,2419 13th CT N,ARLINGTON,VA,22201,913200,38.8885379,-77.087965
2946,1516 N NICHOLAS ST,ARLINGTON,VA,22205,1006100,38.8852222,-77.14530320000001
2947,1321 N ADAMS CT 408,ARLINGTON,VA,22201,657100,38.88881010000001,-77.0871456
2948,2827 FRANKLIN RD,ARLINGTON,VA,22201,1125500,38.8902606,-77.0930266
2949,1904 S RANDOLPH ST,ARLINGTON,VA,22204,505500,38.8505723,-77.0964884
2950,1500 S GEORGE MASON DR 13,ARLINGTON,VA,22204,139800,38.8524748,-77.1048105
2951,4520 28th RD S 12-5,ARLINGTON,VA,22206,369300,38.844528,-77.096408
2952,900 N TAYLOR ST 1225,ARLINGTON,VA,22203,218500,38.881212,-77.113281
2953,2314 N NOTTINGHAM ST,ARLINGTON,VA,22205,1072100,38.8931316,-77.14602219999999
2954,1313 N STUART ST,ARLINGTON,VA,22201,768500,38.8878057,-77.11208789999999
2955,3800 FAIRFAX DR 0304,ARLINGTON,VA,22203,676400,38.8821571,-77.1050976
2956,1900 N RHODES ST 071,ARLINGTON,VA,22201,271600,38.8953318,-77.08204479999999
2957,2017 KEY BLVD 12616,ARLINGTON,VA,22201,275900,38.894267,-77.084576
2958,4517 4th RD N,ARLINGTON,VA,22203,753700,38.874694,-77.1145715
2959,1028 N FREDERICK ST,ARLINGTON,VA,22205,695100,38.8822036,-77.1271573
2960,1200 N POWHATAN ST,ARLINGTON,VA,22205,690800,38.8811056,-77.1494376
2961,6908 FAIRFAX DR 402,ARLINGTON,VA,22213,446000,38.8881537,-77.1633227
2962,2825 N KENSINGTON ST,ARLINGTON,VA,22207,2060400,38.90096,-77.14530320000001
2963,5622 5th ST S,ARLINGTON,VA,22204,543800,38.8621081,-77.1249436
2964,2126 N OAKLAND ST,ARLINGTON,VA,22207,798100,38.8975255,-77.1062889
2965,3800 FAIRFAX DR 0213,ARLINGTON,VA,22203,503000,38.8821571,-77.1050976
2966,6598 WILLIAMSBURG BLVD,ARLINGTON,VA,22213,726500,38.897332,-77.161959
2967,3473 S WAKEFIELD ST,ARLINGTON,VA,22206,442800,38.8325672,-77.0910485
2968,802 S ARLINGTON MILL DR 12301,ARLINGTON,VA,22204,166400,38.8601172,-77.1144929
2969,2920 S BUCHANAN ST B1,ARLINGTON,VA,22206,315400,38.839158,-77.100436
2970,5606 5th ST N,ARLINGTON,VA,22205,602100,38.87203299999999,-77.12678650000001
2971,5009 24th ST N,ARLINGTON,VA,22207,741700,38.8987179,-77.13060689999999
2972,121 S HIGHLAND ST,ARLINGTON,VA,22204,762900,38.8712089,-77.0910483
2973,901 N MONROE ST 609,ARLINGTON,VA,22201,509800,38.8831351,-77.10271500000002
2974,2244 N QUINCY ST,ARLINGTON,VA,22207,828600,38.9007118,-77.1071431
2975,1953 N EMERSON ST,ARLINGTON,VA,22207,965500,38.8932884,-77.12943829999999
2976,4114 34th ST N,ARLINGTON,VA,22207,1001400,38.9156599,-77.1213028
2977,2310 14th ST N 408,ARLINGTON,VA,22201,657100,38.8889925,-77.0866795
2978,162 S PERSHING DR,ARLINGTON,VA,22204,599200,38.8651884,-77.1092896
2979,308 N GRANADA ST,ARLINGTON,VA,22203,719700,38.8713954,-77.1225164
2980,900 N TAYLOR ST 1929,ARLINGTON,VA,22203,129600,38.881212,-77.113281
2981,4722 17th ST N,ARLINGTON,VA,22207,794400,38.890242,-77.1219321
2982,1600 N OAK ST 225,ARLINGTON,VA,22209,550000,38.892896,-77.07321089999999
2983,3000 SPOUT RUN PKWY D307,ARLINGTON,VA,22201,243800,38.8961088,-77.09453119999999
2984,1301 N COURTHOUSE RD 805,ARLINGTON,VA,22201,291000,38.8886793,-77.0830818
2985,4501 ARLINGTON BLVD 0808,ARLINGTON,VA,22203,227000,38.8692834,-77.10882880000001
2986,2611 WASHINGTON BLVD,ARLINGTON,VA,22201,791600,38.8792185,-77.0887104
2987,3515 WASHINGTON BLVD 302,ARLINGTON,VA,22201,357200,38.88645959999999,-77.1048634
2988,2110 S LOWELL ST,ARLINGTON,VA,22204,396900,38.8498621,-77.0883499
2989,3741 4th ST N,ARLINGTON,VA,22203,899100,38.8762161,-77.1031299
2990,2016 N ADAMS ST 805,ARLINGTON,VA,22201,342500,38.8973216,-77.0895871
2991,4830 29th ST S,ARLINGTON,VA,22206,415700,38.8391581,-77.10169139999999
2992,1811 KEY BLVD 10533,ARLINGTON,VA,22201,346300,38.8951064,-77.0829493
2993,4390 LORCOM LN 308,ARLINGTON,VA,22207,199600,38.8989048,-77.1159313
2994,6730 26th ST N,ARLINGTON,VA,22213,844900,38.8914564,-77.16233419999999
2995,2408 S WALTER REED DR 00002,ARLINGTON,VA,22206,473700,38.8448976,-77.0986899
2996,839 N WOODROW ST,ARLINGTON,VA,22203,633200,38.8806823,-77.1171354
2997,2513 9th ST N,ARLINGTON,VA,22201,1709800,38.8830809,-77.08820829999999
2998,5892 9th RD N,ARLINGTON,VA,22205,678500,38.8763643,-77.1368092
2999,2839 B S WAKEFIELD ST B,ARLINGTON,VA,22206,292400,38.8333832,-77.0915199
3000,1416 N NICHOLAS ST,ARLINGTON,VA,22205,677500,38.8842284,-77.1457526
3001,1736 N RHODES ST 5-290,ARLINGTON,VA,22201,336800,38.8935495,-77.080862
3002,4522 19th ST N,ARLINGTON,VA,22207,802400,38.8933027,-77.1177069
3003,3800 FAIRFAX DR 1303,ARLINGTON,VA,22203,512600,38.8821571,-77.1050976
3004,1113 N VERNON ST,ARLINGTON,VA,22201,566100,38.88406,-77.11565399999999
3005,6612 WILLIAMSBURG BLVD,ARLINGTON,VA,22213,716900,38.8967258,-77.1627836
3006,1931 N CLEVELAND ST 200,ARLINGTON,VA,22201,286700,38.8957355,-77.09102589999999
3007,2510 N HARRISON ST,ARLINGTON,VA,22207,720700,38.8972705,-77.1407682
3008,6804 31st ST N,ARLINGTON,VA,22213,751800,38.8967897,-77.16660279999999
3009,649 S HARRISON ST,ARLINGTON,VA,22204,611100,38.8595476,-77.1207185
3010,3800 FAIRFAX DR 0501,ARLINGTON,VA,22203,337400,38.8821571,-77.1050976
3011,4837 25th RD N,ARLINGTON,VA,22207,913600,38.9011916,-77.1301125
3012,3112 9th ST N,ARLINGTON,VA,22201,1035300,38.8826537,-77.0953644
3013,2808 1st RD N,ARLINGTON,VA,22201,1340100,38.8755952,-77.08919620000002
3014,5562 LEE HWY B-71,ARLINGTON,VA,22207,292300,38.895193,-77.14090890000001
3015,4837 28th ST S A1,ARLINGTON,VA,22206,409700,38.8431081,-77.10153559999999
3016,2745 N RADFORD ST,ARLINGTON,VA,22207,1102400,38.9096713,-77.1043559
3017,3330 S WAKEFIELD ST B,ARLINGTON,VA,22206,442800,38.8356208,-77.09113190000001
3018,3920 36th ST N,ARLINGTON,VA,22207,983000,38.9177561,-77.11815639999999
3019,2700 N BUCHANAN ST,ARLINGTON,VA,22207,1611000,38.9031886,-77.12930349999999
3020,2114 N CULPEPER ST 3,ARLINGTON,VA,22207,294800,38.8957608,-77.1272297
3021,1575 N COLONIAL TER 403-Y,ARLINGTON,VA,22209,290100,38.898231,-77.074662
3022,4621 2nd ST S,ARLINGTON,VA,22204,641900,38.865245,-77.1102449
3023,5403 8th PL S,ARLINGTON,VA,22204,356800,38.8557879,-77.121853
3024,2309 N QUANTICO ST,ARLINGTON,VA,22205,874500,38.8913487,-77.152718
3025,2180 S GLEBE RD,ARLINGTON,VA,22204,458900,38.8505482,-77.0841672
3026,10 S ABINGDON ST,ARLINGTON,VA,22204,549400,38.867098,-77.11241
3027,2205 N FILLMORE ST,ARLINGTON,VA,22201,826800,38.8974629,-77.0981968
3028,906 S GEORGE MASON DR,ARLINGTON,VA,22204,500300,38.8602335,-77.1027824
3029,1600 N POTOMAC ST,ARLINGTON,VA,22205,646200,38.8844396,-77.14971849999999
3030,2900 N GREENCASTLE ST,ARLINGTON,VA,22207,1015000,38.9021445,-77.1426068
3031,2030 N ADAMS ST 0307,ARLINGTON,VA,22201,284400,38.8977682,-77.0896321
3032,507 N LINCOLN ST,ARLINGTON,VA,22201,1076700,38.878369,-77.0997703
3033,1056 S EDISON ST,ARLINGTON,VA,22204,458300,38.8528343,-77.1131218
3034,3606 ARLINGTON BLVD,ARLINGTON,VA,22204,542900,38.8710494,-77.0988383
3035,2827 S ABINGDON ST,ARLINGTON,VA,22206,313800,38.8420683,-77.10048859999999
3036,4413 VACATION LN,ARLINGTON,VA,22207,1549400,38.905155,-77.11723400000001
3037,3734 4th ST N,ARLINGTON,VA,22203,783200,38.8758552,-77.1027824
3038,3870 N TAZEWELL ST,ARLINGTON,VA,22207,1038000,38.9226584,-77.1307867
3039,1206 N CLEVELAND ST,ARLINGTON,VA,22201,826000,38.8872951,-77.0895701
3040,1309 N ODE ST 532,ARLINGTON,VA,22209,225700,38.8897796,-77.0752332
3041,2711 N EDISON ST,ARLINGTON,VA,22207,1158700,38.901968,-77.136798
3042,5141 10th ST N,ARLINGTON,VA,22205,736100,38.8816602,-77.1259774
3043,4009 N GLEBE RD,ARLINGTON,VA,22207,691800,38.9207974,-77.1299327
3044,900 N TAYLOR ST 1906,ARLINGTON,VA,22203,115900,38.881212,-77.113281
3045,5112 COLUMBIA PIKE 5,ARLINGTON,VA,22204,137400,38.8549229,-77.11386329999999
3046,4107 18th ST S,ARLINGTON,VA,22204,519500,38.8517424,-77.0976124
3047,1926 N WOODSTOCK ST,ARLINGTON,VA,22207,695800,38.8946779,-77.1199544
3048,5805 11th ST N,ARLINGTON,VA,22205,663200,38.8815441,-77.1389665
3049,3401 15th ST N,ARLINGTON,VA,22201,966200,38.8890382,-77.1011232
3050,2305 N VERMONT ST,ARLINGTON,VA,22207,818000,38.9011204,-77.1183362
3051,3135 N THOMAS ST,ARLINGTON,VA,22207,925100,38.9108537,-77.11923519999999
3052,6744 27th ST N,ARLINGTON,VA,22213,896700,38.8918377,-77.1628734
3053,6540 27th ST N,ARLINGTON,VA,22213,795400,38.8955226,-77.1588293
3054,900 N STAFFORD ST 1707,ARLINGTON,VA,22203,489100,38.881358,-77.11084579999999
3055,6400 26th ST N,ARLINGTON,VA,22207,727500,38.894339,-77.1557737
3056,900 N STAFFORD ST 1607,ARLINGTON,VA,22203,484300,38.881358,-77.11084579999999
3057,2506 N POLLARD ST,ARLINGTON,VA,22207,959000,38.9048498,-77.10323199999999
3058,3415 17th ST N,ARLINGTON,VA,22207,933300,38.8920502,-77.1029173
3059,1048 N STAFFORD ST,ARLINGTON,VA,22201,1042500,38.88350399999999,-77.1112
3060,2000 N ILLINOIS ST,ARLINGTON,VA,22205,801100,38.891863,-77.1371688
3061,2611 ARLINGTON BLVD 00062,ARLINGTON,VA,22201,253100,38.8747213,-77.0878449
3062,2407 ARLINGTON BLVD 00081,ARLINGTON,VA,22201,240100,38.87470920000001,-77.0858964
3063,4600 S FOUR MILE RUN DR 1015,ARLINGTON,VA,22204,268900,38.8548913,-77.1074126
3064,250 N THOMAS ST 250-3,ARLINGTON,VA,22203,201100,38.8721667,-77.1064238
3065,3452 S UTAH ST B,ARLINGTON,VA,22206,442800,38.8327768,-77.0897986
3066,3705 6th ST S,ARLINGTON,VA,22204,779400,38.8657797,-77.0977922
3067,4600 S FOUR MILE RUN DR 0722,ARLINGTON,VA,22204,160800,38.8548913,-77.1074126
3068,805 N GREENBRIER ST,ARLINGTON,VA,22205,804200,38.8762946,-77.124674
3069,1013 N LIVINGSTON ST,ARLINGTON,VA,22205,715300,38.8770266,-77.1395058
3070,1922 S WALTER REED DR,ARLINGTON,VA,22204,480400,38.85139960000001,-77.0920375
3071,11 N OAKLAND ST,ARLINGTON,VA,22203,767600,38.87143750000001,-77.09990520000001
3072,1630 N GREENBRIER ST,ARLINGTON,VA,22205,825900,38.8884357,-77.12984279999999
3073,813 N DANVILLE ST,ARLINGTON,VA,22201,1144300,38.8823956,-77.0894747
3074,607 N TAZEWELL ST,ARLINGTON,VA,22203,755000,38.8780667,-77.1120542
3075,1311 N ABINGDON ST,ARLINGTON,VA,22207,752300,38.8870953,-77.1196397
3076,1804 N BARTON ST,ARLINGTON,VA,22201,1543800,38.89406779999999,-77.0897445
3077,1105 S COLUMBUS ST,ARLINGTON,VA,22204,495100,38.8538583,-77.1097054
3078,6011 22nd ST N,ARLINGTON,VA,22205,1065000,38.8904417,-77.1456627
3079,3307 N BRANDYWINE ST,ARLINGTON,VA,22207,892700,38.9090587,-77.13874179999999
3080,1015 S BUCHANAN ST,ARLINGTON,VA,22204,348000,38.85452799999999,-77.1092838
3081,4260 VACATION LN,ARLINGTON,VA,22207,934700,38.90332739999999,-77.1143805
3082,1909 N RHODES ST 026,ARLINGTON,VA,22201,354100,38.895935,-77.08176689999999
3083,410 S VEITCH ST,ARLINGTON,VA,22204,436700,38.869847,-77.08292200000001
3084,3611 ROBERTS LN,ARLINGTON,VA,22207,1044800,38.91991730000001,-77.1145153
3085,901 N MONROE ST 1416,ARLINGTON,VA,22201,585200,38.8831351,-77.10271500000002
3086,4317 35th ST S,ARLINGTON,VA,22206,442800,38.8316521,-77.0886991
3087,2519 JOHN MARSHALL DR,ARLINGTON,VA,22207,1299500,38.8955827,-77.148022
3088,6237 WILLIAMSBURG BLVD,ARLINGTON,VA,22207,690000,38.901743,-77.15576999999999
3089,3300 N KENSINGTON ST,ARLINGTON,VA,22207,806700,38.9038546,-77.1493028
3090,3527 N ROCKINGHAM ST,ARLINGTON,VA,22213,1613900,38.9025081,-77.1577509
3091,1749 N EDISON ST,ARLINGTON,VA,22207,670500,38.89188830000001,-77.1273258
3092,1107 N VERNON ST,ARLINGTON,VA,22201,565100,38.8841308,-77.1158782
3093,3711 1st RD S,ARLINGTON,VA,22204,428000,38.8689489,-77.0996467
3094,6029 22nd ST N,ARLINGTON,VA,22205,723500,38.890271,-77.1462919
3095,3901 13th ST N,ARLINGTON,VA,22201,757700,38.8876404,-77.10763759999999
3096,2657 S WALTER REED DR C,ARLINGTON,VA,22206,301600,38.8413406,-77.1047337
3097,900 N TAYLOR ST 1631,ARLINGTON,VA,22203,164200,38.881212,-77.113281
3098,717 S WAYNE ST,ARLINGTON,VA,22204,648400,38.8671751,-77.0826405
3099,411 N HIGHLAND ST,ARLINGTON,VA,22201,928000,38.8784425,-77.0939707
3100,4088 LEE HWY,ARLINGTON,VA,22207,671300,38.8966833,-77.1102251
3101,2100 LEE HWY 201,ARLINGTON,VA,22201,336400,38.8958433,-77.0836796
3102,2552 23rd RD N,ARLINGTON,VA,22207,2287600,38.8996474,-77.0922293
3103,4408 18th ST N,ARLINGTON,VA,22207,836800,38.8924492,-77.1150997
3104,4601 31st RD S A2,ARLINGTON,VA,22206,393500,38.8369042,-77.094194
3105,1315 N ODE ST 732,ARLINGTON,VA,22209,314700,38.8900551,-77.07541979999999
